"year","month","day","temp"
1964,5,13,67
1964,5,14,75
1964,5,15,65
1964,5,16,76
1964,5,17,81
1964,5,18,82
1964,5,19,89
1964,5,20,76
1964,5,21,71
1964,5,22,83
1964,5,23,94
1964,5,24,91
1964,5,25,79
1964,5,26,82
1964,5,27,82
1964,5,28,71
1964,5,29,69
1964,5,30,73
1964,5,31,70
1964,6,1,62
1964,6,2,70
1964,6,3,68
1964,6,4,74
1964,6,5,74
1964,6,6,68
1964,6,7,78
1964,6,8,73
1964,6,9,76
1964,6,10,92
1964,6,11,81
1964,6,12,83
1964,6,13,81
1964,6,14,91
1964,6,15,82
1964,6,16,71
1964,6,17,80
1964,6,18,83
1964,6,19,80
1964,6,20,93
1964,6,21,91
1964,6,22,84
1964,6,23,78
1964,6,24,83
1964,6,25,80
1964,6,26,86
1964,6,27,94
1964,6,28,86
1964,6,29,90
1964,6,30,99
1964,7,1,99
1964,7,2,91
1964,7,3,93
1964,7,4,82
1964,7,5,85
1964,7,6,88
1964,7,7,89
1964,7,8,76
1964,7,9,63
1964,7,10,86
1964,7,11,81
1964,7,12,82
1964,7,13,67
1964,7,14,87
1964,7,15,89
1964,7,16,85
1964,7,17,90
1964,7,18,92
1964,7,19,91
1964,7,20,84
1964,7,21,85
1964,7,22,81
1964,7,23,87
1964,7,24,69
1964,7,25,72
1964,7,26,76
1964,7,27,89
1964,7,28,87
1964,7,29,91
1964,7,30,85
1964,7,31,81
1964,8,1,82
1964,8,2,82
1964,8,3,76
1964,8,4,81
1964,8,5,81
1964,8,6,86
1964,8,7,84
1964,8,8,88
1964,8,9,76
1964,8,10,76
1964,8,11,81
1964,8,12,89
1964,8,13,76
1964,8,14,77
1964,8,15,80
1964,8,16,80
1964,8,17,81
1964,8,18,85
1964,8,19,79
1964,8,20,80
1964,8,21,77
1964,8,22,92
1964,8,23,89
1964,8,24,91
1964,8,25,86
1964,8,26,89
1964,8,27,84
1964,8,28,83
1964,8,29,91
1964,8,30,91
1964,8,31,83
1964,9,1,85
1964,9,2,80
1964,9,3,85
1964,9,4,92
1964,9,5,89
1964,9,6,82
1964,9,7,82
1964,9,8,84
1964,9,9,92
1964,9,10,87
1964,9,11,92
1964,9,12,71
1964,9,13,60
1964,9,14,75
1964,9,15,75
1964,9,16,66
1964,9,17,82
1964,9,18,85
1964,9,19,69
1964,9,20,66
1964,9,21,70
1964,9,22,72
1964,9,23,86
1964,9,24,81
1964,9,25,69
1964,9,26,74
1964,9,27,73
1964,9,28,67
1964,9,29,57
1964,9,30,61
1964,10,1,65
1964,10,2,64
1964,10,3,73
1964,10,4,68
1964,10,5,57
1964,10,6,60
1964,10,7,56
1964,10,8,59
1964,10,9,64
1964,10,10,56
1964,10,11,55
1964,10,12,62
1964,10,13,69
1964,10,14,68
1964,10,15,76
1964,10,16,76
1964,10,17,61
1964,10,18,78
1964,10,19,64
1964,10,20,50
1964,10,21,55
1964,10,22,59
1964,10,23,52
1964,10,24,53
1964,10,25,64
1964,10,26,78
1964,10,27,74
1964,10,28,74
1964,10,29,66
1964,10,30,60
1964,10,31,58
1964,11,1,61
1964,11,2,64
1964,11,3,60
1964,11,4,62
1964,11,5,62
1964,11,6,52
1964,11,7,62
1964,11,8,61
1964,11,9,65
1964,11,10,68
1964,11,11,59
1964,11,12,69
1964,11,13,71
1964,11,14,57
1964,11,15,64
1964,11,16,57
1964,11,17,52
1964,11,18,51
1964,11,19,57
1964,11,20,62
1964,11,21,45
1964,11,22,32
1964,11,23,43
1964,11,24,50
1964,11,25,57
1964,11,26,57
1964,11,27,53
1964,11,28,53
1964,11,29,54
1964,11,30,38
1964,12,1,28
1964,12,2,38
1964,12,3,44
1964,12,4,41
1964,12,5,38
1964,12,6,34
1964,12,7,30
1964,12,8,38
1964,12,9,38
1964,12,10,37
1964,12,11,53
1964,12,12,53
1964,12,13,49
1964,12,14,48
1964,12,15,36
1964,12,16,36
1964,12,17,49
1964,12,18,46
1964,12,19,32
1964,12,20,34
1964,12,21,33
1964,12,22,37
1964,12,23,42
1964,12,24,49
1964,12,25,60
1964,12,26,60
1964,12,27,60
1964,12,28,36
1964,12,29,32
1964,12,30,48
1964,12,31,47
1965,1,1,35
1965,1,2,29
1965,1,3,32
1965,1,4,39
1965,1,5,43
1965,1,6,44
1965,1,7,44
1965,1,8,49
1965,1,9,55
1965,1,10,40
1965,1,11,35
1965,1,12,36
1965,1,13,41
1965,1,14,37
1965,1,15,19
1965,1,16,17
1965,1,17,16
1965,1,18,25
1965,1,19,25
1965,1,20,38
1965,1,21,36
1965,1,22,50
1965,1,23,47
1965,1,24,32
1965,1,25,38
1965,1,26,44
1965,1,27,42
1965,1,28,38
1965,1,29,27
1965,1,30,20
1965,1,31,30
1965,2,1,31
1965,2,2,34
1965,2,3,24
1965,2,4,23
1965,2,5,33
1965,2,6,50
1965,2,7,52
1965,2,8,61
1965,2,9,50
1965,2,10,38
1965,2,11,49
1965,2,12,44
1965,2,13,44
1965,2,14,31
1965,2,15,41
1965,2,16,48
1965,2,17,42
1965,2,18,50
1965,2,19,34
1965,2,20,30
1965,2,21,50
1965,2,22,45
1965,2,23,28
1965,2,24,39
1965,2,25,52
1965,2,26,35
1965,2,27,35
1965,2,28,49
1965,3,1,46
1965,3,2,53
1965,3,3,53
1965,3,4,61
1965,3,5,48
1965,3,6,43
1965,3,7,53
1965,3,8,51
1965,3,9,53
1965,3,10,47
1965,3,11,40
1965,3,12,42
1965,3,13,47
1965,3,14,48
1965,3,15,47
1965,3,16,50
1965,3,17,46
1965,3,18,40
1965,3,19,50
1965,3,20,37
1965,3,21,36
1965,3,22,42
1965,3,23,53
1965,3,24,44
1965,3,25,42
1965,3,26,43
1965,3,27,46
1965,3,28,50
1965,3,29,40
1965,3,30,42
1965,3,31,43
1965,4,1,48
1965,4,2,47
1965,4,3,51
1965,4,4,57
1965,4,5,66
1965,4,6,64
1965,4,7,47
1965,4,8,63
1965,4,9,58
1965,4,10,65
1965,4,11,60
1965,4,12,74
1965,4,13,53
1965,4,14,63
1965,4,15,56
1965,4,16,62
1965,4,17,60
1965,4,18,53
1965,4,19,48
1965,4,20,56
1965,4,21,63
1965,4,22,72
1965,4,23,55
1965,4,24,54
1965,4,25,53
1965,4,26,52
1965,4,27,54
1965,4,28,60
1965,4,29,72
1965,4,30,80
1965,5,1,71
1965,5,2,77
1965,5,3,71
1965,5,4,90
1965,5,5,62
1965,5,6,78
1965,5,7,52
1965,5,8,60
1965,5,9,78
1965,5,10,92
1965,5,11,88
1965,5,12,78
1965,5,13,80
1965,5,14,74
1965,5,15,82
1965,5,16,87
1965,5,17,83
1965,5,18,73
1965,5,19,70
1965,5,20,80
1965,5,21,72
1965,5,22,80
1965,5,23,79
1965,5,24,70
1965,5,25,79
1965,5,26,94
1965,5,27,92
1965,5,28,83
1965,5,29,68
1965,5,30,67
1965,5,31,74
1965,6,1,77
1965,6,2,70
1965,6,3,70
1965,6,4,74
1965,6,5,81
1965,6,6,82
1965,6,7,88
1965,6,8,90
1965,6,9,83
1965,6,10,88
1965,6,11,81
1965,6,12,84
1965,6,13,68
1965,6,14,66
1965,6,15,62
1965,6,16,62
1965,6,17,73
1965,6,18,73
1965,6,19,80
1965,6,20,89
1965,6,21,90
1965,6,22,91
1965,6,23,93
1965,6,24,82
1965,6,25,79
1965,6,26,79
1965,6,27,79
1965,6,28,88
1965,6,29,95
1965,6,30,77
1965,7,1,84
1965,7,2,80
1965,7,3,81
1965,7,4,90
1965,7,5,78
1965,7,6,84
1965,7,7,76
1965,7,8,90
1965,7,9,87
1965,7,10,84
1965,7,11,76
1965,7,12,83
1965,7,13,82
1965,7,14,93
1965,7,15,87
1965,7,16,86
1965,7,17,87
1965,7,18,80
1965,7,19,82
1965,7,20,80
1965,7,21,82
1965,7,22,75
1965,7,23,82
1965,7,24,85
1965,7,25,91
1965,7,26,89
1965,7,27,78
1965,7,28,83
1965,7,29,83
1965,7,30,80
1965,7,31,83
1965,8,1,75
1965,8,2,77
1965,8,3,77
1965,8,4,84
1965,8,5,77
1965,8,6,82
1965,8,7,89
1965,8,8,86
1965,8,9,83
1965,8,10,88
1965,8,11,82
1965,8,12,88
1965,8,13,82
1965,8,14,87
1965,8,15,87
1965,8,16,88
1965,8,17,86
1965,8,18,86
1965,8,19,88
1965,8,20,84
1965,8,21,80
1965,8,22,68
1965,8,23,83
1965,8,24,82
1965,8,25,82
1965,8,26,75
1965,8,27,91
1965,8,28,86
1965,8,29,70
1965,8,30,70
1965,8,31,72
1965,9,1,75
1965,9,2,78
1965,9,3,76
1965,9,4,75
1965,9,5,74
1965,9,6,80
1965,9,7,82
1965,9,8,84
1965,9,9,74
1965,9,10,92
1965,9,11,78
1965,9,12,65
1965,9,13,59
1965,9,14,73
1965,9,15,72
1965,9,16,76
1965,9,17,68
1965,9,18,88
1965,9,19,73
1965,9,20,83
1965,9,21,88
1965,9,22,87
1965,9,23,86
1965,9,24,77
1965,9,25,68
1965,9,26,71
1965,9,27,59
1965,9,28,61
1965,9,29,71
1965,9,30,61
1965,10,1,72
1965,10,2,69
1965,10,3,72
1965,10,4,52
1965,10,5,52
1965,10,6,55
1965,10,7,65
1965,10,8,73
1965,10,9,68
1965,10,10,70
1965,10,11,68
1965,10,12,68
1965,10,13,66
1965,10,14,69
1965,10,15,80
1965,10,16,70
1965,10,17,61
1965,10,18,66
1965,10,19,81
1965,10,20,79
1965,10,21,74
1965,10,22,67
1965,10,23,71
1965,10,24,62
1965,10,25,55
1965,10,26,64
1965,10,27,61
1965,10,28,53
1965,10,29,48
1965,10,30,63
1965,10,31,72
1965,11,1,55
1965,11,2,46
1965,11,3,63
1965,11,4,71
1965,11,5,51
1965,11,6,62
1965,11,7,70
1965,11,8,56
1965,11,9,57
1965,11,10,47
1965,11,11,49
1965,11,12,51
1965,11,13,57
1965,11,14,52
1965,11,15,45
1965,11,16,56
1965,11,17,55
1965,11,18,46
1965,11,19,50
1965,11,20,52
1965,11,21,53
1965,11,22,47
1965,11,23,49
1965,11,24,50
1965,11,25,49
1965,11,26,55
1965,11,27,63
1965,11,28,56
1965,11,29,42
1965,11,30,40
1965,12,1,43
1965,12,2,50
1965,12,3,51
1965,12,4,53
1965,12,5,47
1965,12,6,50
1965,12,7,40
1965,12,8,43
1965,12,9,47
1965,12,10,53
1965,12,11,42
1965,12,12,42
1965,12,13,46
1965,12,14,50
1965,12,15,48
1965,12,16,47
1965,12,17,47
1965,12,18,42
1965,12,19,39
1965,12,20,32
1965,12,21,37
1965,12,22,42
1965,12,23,52
1965,12,24,53
1965,12,25,59
1965,12,26,47
1965,12,27,32
1965,12,28,42
1965,12,29,43
1965,12,30,52
1965,12,31,63
